Timestamp,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Speed_kmh,Latitude,Longitude,Motion_Intensity,Crash_Label
2026-01-15 14:07:29,0.026859,0.168280,-14.121723,0.003524,0.002275,-0.008290,66.3518,17.390069,78.476933,14.122761,0
2026-01-15 18:01:48,-0.374452,14.398466,0.375340,-0.008079,0.005513,0.000904,66.8472,17.380456,78.478177,14.409051,0
2026-01-15 10:42:06,-0.321870,-14.330475,-0.179684,0.003057,0.000945,-0.002213,17.2127,17.379968,78.487960,14.335267,0
2026-01-15 21:55:34,0.147445,-4.426949,-0.250286,0.001098,0.004512,-0.000855,53.1521,17.370175,78.485637,4.450201,0
2026-01-15 19:51:15,-0.357459,13.378854,0.108946,0.000567,-0.000672,0.000275,43.5142,17.394721,78.496294,13.388894,0
2026-01-15 15:30:15,14.488136,-0.032235,-0.145596,0.000336,-0.004446,0.000045,15.7521,17.381010,78.486777,14.504023,0
2026-01-15 09:53:37,0.435126,-0.412091,13.351813,0.001791,0.001121,-0.000491,25.4836,17.386749,78.483317,13.365539,0
2026-01-15 13:02:20,-0.213910,-13.910819,-0.318472,-0.001750,0.003424,0.008439,62.5893,17.381718,78.485410,13.919655,0
2026-01-15 03:33:58,0.114741,-0.420528,-14.647845,0.009109,0.003781,-0.000836,59.6275,17.392798,78.492693,14.661173,0
2026-01-15 10:40:45,-13.355872,0.237049,-0.039508,0.008531,0.004791,0.002646,37.5488,17.382174,78.481509,13.366176,0
2026-01-15 22:19:57,-15.280459,-0.496014,0.497147,-0.000131,0.005623,0.004002,44.7559,17.388770,78.483113,15.303474,0
2026-01-15 18:09:14,0.225275,-11.423924,-0.487061,-0.001546,0.003854,0.002086,18.0866,17.382290,78.484464,11.440263,0
2026-01-15 09:12:24,0.367194,-6.215943,0.177030,0.001967,-0.002647,-0.001624,29.0430,17.381627,78.488737,6.234825,0
2026-01-15 19:47:31,0.250692,-15.141673,0.435389,-0.000217,-0.001493,-0.000656,35.9750,17.384947,78.485415,15.150010,0
2026-01-15 01:19:50,0.037704,4.558062,-0.001983,0.012013,-0.001634,-0.003521,57.6658,17.390757,78.491028,4.562225,0
2026-01-15 15:51:18,-0.144131,6.316615,0.160411,0.006673,-0.003131,0.003513,55.2798,17.384577,78.489968,6.326296,0
2026-01-15 08:34:07,-14.666575,-0.214458,-0.200695,-0.003508,0.001891,-0.002755,21.3343,17.389224,78.489692,14.669517,0
2026-01-15 14:58:44,0.133680,-0.052644,13.355763,0.000948,-0.008713,-0.003539,51.9787,17.385323,78.488778,13.356537,0
2026-01-15 18:47:46,0.149009,-12.668929,0.035529,0.002621,-0.003569,0.003752,22.6877,17.382943,78.481116,12.669856,0
2026-01-15 20:22:03,0.225431,-12.002646,-0.076957,-0.003335,0.000424,0.004842,20.4462,17.389750,78.486428,12.005353,0
2026-01-15 17:13:37,0.173724,-13.090019,-0.511045,-0.001574,-0.001155,0.001996,21.7188,17.385780,78.483702,13.101628,0
2026-01-15 07:37:20,0.593086,0.010568,-7.313558,0.003313,0.005347,0.010413,33.0708,17.385854,78.487140,7.338219,0
2026-01-15 21:33:19,-11.375725,-0.341065,0.063045,-0.001686,-0.003442,-0.000083,21.9717,17.393421,78.489353,11.381015,0
2026-01-15 18:35:45,-0.128290,13.370206,-0.076026,-0.011858,-0.002794,0.005739,18.3454,17.389910,78.491984,13.371191,0
2026-01-15 13:21:52,-0.482133,0.226137,12.757981,0.006004,-0.011878,-0.003970,44.1806,17.375530,78.491451,12.773334,0
2026-01-15 04:35:03,-0.022836,0.743056,-13.329383,-0.004144,0.003622,0.002153,20.2297,17.384836,78.482175,13.350745,0
2026-01-15 04:42:30,0.500457,-5.594674,-0.590741,0.006075,-0.001189,0.004936,33.1305,17.389733,78.490605,5.670907,0
2026-01-15 22:17:01,-0.486410,12.298561,0.457558,-0.001403,-0.000680,-0.000588,61.4955,17.396347,78.488889,12.319102,0
2026-01-15 14:21:10,12.120562,0.151567,-0.062649,-0.005779,0.007868,-0.001408,31.9942,17.380231,78.486075,12.121872,0
2026-01-15 06:48:32,-12.974066,-0.116734,0.002671,-0.002945,-0.009074,0.003389,57.7260,17.380956,78.483778,12.975239,0
2026-01-15 09:20:07,-0.253962,-11.818296,0.159443,0.004649,0.001116,0.003791,30.5786,17.385925,78.478552,11.822179,0
2026-01-15 10:36:27,0.047830,0.380746,11.337451,-0.006339,-0.000417,-0.008328,24.6632,17.383051,78.487504,11.344785,0
2026-01-15 12:33:05,5.718057,-0.038835,0.315205,-0.003163,-0.006103,0.007204,37.9732,17.389208,78.490301,5.729701,0
2026-01-15 03:09:16,13.082624,0.196175,-0.193345,-0.000221,-0.002639,0.003580,33.6732,17.383274,78.484762,13.090950,0
2026-01-15 10:55:40,12.184609,-0.127102,-0.376539,0.001175,-0.003522,-0.007625,56.8118,17.375860,78.475518,12.197723,0
2026-01-15 02:39:38,-0.234583,-11.730001,0.298282,0.002045,-0.002282,0.002469,16.7230,17.376542,78.476143,11.737119,0
2026-01-15 10:45:05,-12.163022,0.169774,-0.152839,-0.003699,0.001074,0.001495,18.8579,17.393524,78.493484,12.176256,0
2026-01-15 10:04:21,-0.406885,-12.155535,-0.440150,0.001231,0.000168,-0.001086,11.1936,17.391681,78.489281,12.170463,0
2026-01-15 04:38:45,0.397468,-0.090393,11.219728,0.002160,0.004827,-0.002784,12.1037,17.380900,78.480881,11.227364,0
2026-01-15 05:13:21,13.155291,-0.494247,-0.032153,-0.002321,-0.000976,-0.001275,14.4170,17.381933,78.490621,13.167405,0
2026-01-15 19:24:09,6.397726,0.506775,-0.373309,-0.000177,-0.004270,-0.000718,10.6636,17.389948,78.482138,6.430363,0
2026-01-15 07:19:51,11.378462,-0.088209,-0.314790,0.004251,-0.004544,-0.003787,24.2774,17.385770,78.483431,11.383169,0
2026-01-15 08:03:41,0.332283,-0.032590,12.809568,0.003657,0.006852,-0.001474,9.8504,17.385864,78.484411,12.814052,0
2026-01-15 14:56:22,0.145910,-0.197765,12.112849,-0.001995,0.001617,0.002150,28.3573,17.388344,78.485829,12.115359,0
2026-01-15 15:44:53,0.290647,13.129139,0.682553,0.000834,-0.002133,-0.002935,14.9113,17.387668,78.490128,13.150085,0
2026-01-15 07:26:40,8.277476,0.024908,0.420302,0.004608,-0.003686,0.001929,16.2150,17.385198,78.489541,8.290777,0
2026-01-15 21:05:33,-0.413332,-0.095268,-12.821897,-0.002502,0.003227,0.000032,7.7714,17.382092,78.485617,12.835968,0
2026-01-15 23:42:40,-0.281396,-0.099618,13.241721,0.000622,-0.000010,0.000425,18.1515,17.386102,78.482536,13.251705,0
2026-01-15 14:02:18,-0.526988,-8.350152,0.236444,0.003805,-0.001168,-0.003270,23.9170,17.385680,78.485328,8.371573,0
2026-01-15 10:17:07,-0.897894,11.436006,-0.220973,-0.001473,0.002453,0.006323,27.1448,17.386930,78.477167,11.473659,0
2026-01-15 05:34:18,-0.102392,12.846632,-0.102200,-0.003548,-0.000173,0.001638,15.0005,17.380279,78.489424,12.848488,0
2026-01-15 01:04:42,-0.036552,-0.177418,11.743390,0.000226,0.000705,-0.000437,21.5230,17.378446,78.489839,11.748786,0
2026-01-15 19:09:43,-12.469520,0.320686,0.015608,-0.000865,0.000564,-0.003115,25.0274,17.380204,78.491345,12.476279,0
2026-01-15 08:49:16,-7.567957,-0.055630,-0.134142,-0.001545,-0.000267,-0.002957,16.0985,17.380130,78.491186,7.575178,0
2026-01-15 21:22:45,0.049900,12.627169,0.165071,0.000301,0.001987,-0.000034,20.2969,17.399377,78.484028,12.629287,0
2026-01-15 11:35:36,-0.117043,-0.450719,-11.148877,0.002064,0.004327,-0.000405,27.2833,17.385486,78.492816,11.159360,0
2026-01-15 02:28:29,-11.854431,0.121369,-0.070629,-0.004576,-0.004515,0.002888,18.7912,17.388081,78.490094,11.858496,0
2026-01-15 22:14:22,-0.436627,-0.268646,12.561419,0.001805,0.001246,-0.002220,26.9490,17.384009,78.489802,12.574251,0
2026-01-15 21:39:46,6.417054,-0.284805,0.179987,0.003244,-0.003278,-0.000053,12.1012,17.387701,78.485962,6.430789,0
2026-01-15 17:18:41,-6.494335,0.356978,0.030981,-0.001496,-0.002402,-0.001170,28.0982,17.395295,78.488983,6.535398,0
2026-01-15 11:25:08,-0.438884,-13.201253,0.169776,0.003624,-0.001248,0.001961,25.1172,17.387827,78.483647,13.210295,0
2026-01-15 10:59:36,-6.853701,0.225097,0.203843,0.002430,-0.002905,-0.002573,7.6546,17.386955,78.484791,6.860471,0
2026-01-15 15:38:56,-0.257696,12.645753,0.715423,0.000807,0.001572,-0.000334,8.9836,17.384030,78.488285,12.668595,0
2026-01-15 02:24:32,-6.642113,0.261037,-0.071792,-0.004689,-0.002939,0.002119,12.1437,17.387163,78.492967,6.671446,0
2026-01-15 16:02:02,0.598428,0.553606,12.010867,0.002676,0.003781,-0.001526,25.6328,17.386877,78.492662,12.045815,0
2026-01-15 16:34:31,-11.091919,-0.223611,-0.194517,0.003739,0.005033,-0.000297,25.0991,17.383622,78.491313,11.099502,0
2026-01-15 18:36:14,0.240443,0.197908,12.634214,0.002271,-0.001052,-0.001110,25.3937,17.384289,78.494266,12.640102,0
2026-01-15 13:44:13,0.045185,-0.289931,12.665448,-0.003707,-0.001100,-0.003424,9.2628,17.380145,78.488886,12.669220,0
2026-01-15 17:21:34,-0.066406,-0.464547,11.938536,-0.001039,-0.006660,0.000911,28.0130,17.390344,78.485509,11.953868,0
2026-01-15 22:45:31,-0.031108,0.343790,-11.817504,-0.000510,0.006306,-0.002429,23.0231,17.386036,78.479257,11.824860,0
2026-01-15 22:05:22,-0.092117,-11.716550,-0.614611,-0.000992,-0.001687,0.002478,28.3425,17.385888,78.488167,11.739194,0
2026-01-15 07:03:06,-0.051036,0.382099,6.473280,0.004789,0.000218,0.003237,23.6835,17.387960,78.484993,6.484778,0
2026-01-15 09:41:03,11.929484,-0.183158,0.238592,0.004058,-0.004775,0.000735,7.5136,17.385153,78.482888,11.960593,0
2026-01-15 05:59:47,0.048760,-0.066818,13.095110,-0.000823,0.000416,-0.000183,19.3533,17.389540,78.479454,13.098255,0
2026-01-15 08:12:51,-0.550255,-0.414675,6.357660,0.003331,-0.007291,-0.001123,26.9186,17.388939,78.491423,6.397098,0
2026-01-15 10:05:25,-8.345537,0.024043,-0.125449,0.001111,-0.000845,-0.000707,16.4729,17.380622,78.489956,8.350912,0
2026-01-15 07:03:42,-12.543830,0.012661,-0.223331,0.000342,-0.001495,-0.000852,8.5153,17.384658,78.491708,12.549288,0
2026-01-15 19:23:26,0.057114,-0.455763,11.263218,-0.001641,0.000413,0.002229,15.1354,17.379543,78.487753,11.281917,0
2026-01-15 17:57:32,12.608826,-0.451833,-0.435090,-0.005783,-0.005414,-0.000969,23.9338,17.387117,78.485788,12.624464,0
2026-01-15 01:35:29,0.151545,11.472595,-0.113530,-0.000926,0.001685,-0.004359,9.1134,17.379495,78.486541,11.474961,0
2026-01-15 01:18:26,-7.046654,-0.394106,0.264650,0.000309,0.002791,-0.000103,5.5443,17.395572,78.491896,7.062634,0
2026-01-15 11:07:11,-0.445420,-11.388779,-0.634821,0.000353,0.001125,0.000621,21.0381,17.386884,78.485106,11.423957,0
2026-01-15 06:59:56,-13.259371,-0.830679,-0.465213,0.001602,-0.002288,0.002168,8.1837,17.382185,78.487711,13.293548,0
2026-01-15 17:13:48,12.674162,0.111786,-0.271059,-0.000716,0.000616,-0.000638,25.2370,17.390169,78.488475,12.677555,0
2026-01-15 08:03:35,-0.349614,-0.181221,-6.611241,-0.000349,0.000397,-0.000391,17.5974,17.379880,78.486312,6.623420,0
2026-01-15 05:48:34,-0.087304,-12.230056,-0.240817,0.018881,-0.024195,-0.003748,74.6947,17.381460,78.489301,12.232780,0
2026-01-15 11:05:34,0.331658,-11.507707,0.375157,-0.010639,0.001254,0.027926,38.0442,17.378170,78.477997,11.520278,0
2026-01-15 00:13:59,0.113047,0.028683,11.895546,-0.007075,0.000795,0.003782,36.1077,17.388545,78.484656,11.896877,0
2026-01-15 11:32:56,-11.083754,-0.440919,-0.176722,0.009763,-0.005044,0.023931,64.8128,17.382448,78.483546,11.095036,0
2026-01-15 13:18:09,0.247906,-11.547573,-0.330714,0.003252,0.002323,0.003031,78.8791,17.391033,78.484378,11.555916,0
2026-01-15 05:08:46,-0.257182,-0.376434,8.503461,0.007944,-0.003130,-0.003867,54.1874,17.389374,78.494752,8.515712,0
2026-01-15 04:00:13,-11.605144,-0.085946,0.494474,0.006567,0.004294,0.000172,73.3619,17.383722,78.485627,11.629819,0
2026-01-15 16:52:44,0.375725,-0.229429,11.554361,0.001070,0.014003,0.001477,57.0701,17.380993,78.486085,11.568599,0
2026-01-15 07:44:14,-7.793979,-0.034000,-0.167027,-0.022475,0.004873,-0.016798,74.5864,17.390362,78.485598,7.798951,0
2026-01-15 10:36:54,0.008001,-0.132686,-11.255789,0.023895,0.016762,0.000996,24.8370,17.379666,78.487005,11.259962,0
2026-01-15 10:01:13,0.259234,-0.221254,7.340465,0.002755,0.025240,-0.018505,75.1491,17.396248,78.489359,7.349240,0
2026-01-15 22:46:05,11.671986,0.368148,-0.533277,-0.016732,-0.020124,-0.005243,62.7627,17.384431,78.478178,11.690554,0
2026-01-15 11:35:24,11.546146,0.432603,0.289549,-0.011309,0.031568,0.005945,23.2218,17.390801,78.486730,11.561189,0
2026-01-15 02:00:19,-0.063480,0.216571,8.156349,0.012616,0.004385,-0.020282,59.6403,17.381363,78.490023,8.162228,0
2026-01-15 09:26:24,-0.362080,-8.133742,-0.057978,0.002508,0.022410,0.014835,26.1339,17.382777,78.491403,8.142896,0
2026-01-15 15:50:04,-11.976755,-0.079903,-0.120087,0.018499,-0.017941,0.000776,53.5722,17.380206,78.489086,11.978754,0
2026-01-15 20:38:08,0.047877,0.134434,11.348118,0.025984,-0.014880,-0.014007,63.2540,17.382837,78.490962,11.351687,0
2026-01-15 12:23:07,-11.232295,-0.174336,-0.119037,0.019449,-0.008648,-0.004467,61.7175,17.378446,78.493467,11.260653,0
2026-01-15 21:31:08,0.476663,0.081390,7.393597,-0.004489,0.003454,-0.006164,79.8359,17.390132,78.479726,7.411899,0
2026-01-15 11:44:57,0.820287,11.720284,-0.301048,0.000836,0.008543,-0.004669,59.5198,17.376487,78.484605,11.760004,0
2026-01-15 13:06:00,7.586159,-0.234919,-0.054449,-0.004958,-0.009179,-0.018727,74.8641,17.385219,78.474015,7.591555,0
2026-01-15 13:58:05,-0.290192,-0.148401,10.945755,0.006952,-0.005883,-0.000017,64.8112,17.387322,78.487361,10.957910,0
2026-01-15 00:54:21,0.077785,10.977787,-0.078747,0.023185,-0.022362,0.006887,28.5005,17.392567,78.489182,10.984104,0
2026-01-15 12:01:47,-11.774813,-0.038136,-0.154094,0.013233,0.005989,-0.019356,29.8612,17.387848,78.493741,11.781955,0
2026-01-15 03:16:42,0.053163,0.236413,11.727656,-0.006707,0.001491,-0.004637,55.5322,17.382797,78.489474,11.731160,0
2026-01-15 21:08:20,-0.115345,0.092356,-12.101426,0.008523,-0.007970,-0.015304,58.3465,17.390825,78.483734,12.103955,0
2026-01-15 05:31:18,-0.308895,0.260605,10.975773,-0.002460,-0.011296,-0.002703,30.9827,17.387796,78.485699,10.986792,0
2026-01-15 14:31:10,0.329719,8.592036,0.099801,0.008161,-0.005170,-0.007413,47.0601,17.377142,78.487409,8.599555,0
2026-01-15 17:52:23,0.038976,8.682146,0.074367,-0.002014,-0.001899,0.000056,65.6634,17.381456,78.485258,8.685994,0
2026-01-15 14:55:07,-11.619723,-0.008953,0.241315,-0.021496,0.016075,-0.000069,65.6002,17.379653,78.494500,11.623065,0
2026-01-15 19:34:10,0.264601,11.960530,-0.373580,0.003039,0.003540,-0.008393,68.6422,17.379424,78.484373,11.973447,0
2026-01-15 04:15:09,0.450563,-0.041196,8.287853,0.010524,0.019876,-0.011128,37.3600,17.386748,78.485068,8.324520,0
2026-01-15 22:59:56,0.266052,-11.867786,-0.202063,-0.011030,0.007483,-0.026001,65.6884,17.378180,78.491771,11.877092,0
2026-01-15 15:17:20,0.669245,0.443485,8.211527,-0.025101,0.006176,-0.020924,39.6374,17.394146,78.485143,8.256393,0
2026-01-15 14:00:27,0.151544,12.035732,0.007077,-0.011137,0.003420,-0.005644,54.6760,17.387649,78.485742,12.052515,0
2026-01-15 23:44:48,-11.094005,-0.435511,0.236247,0.008359,-0.011828,-0.019859,27.9148,17.391641,78.489241,11.113477,0
2026-01-15 15:04:14,0.355309,-8.443014,-0.323155,-0.005928,-0.012603,0.018906,62.2219,17.389918,78.481081,8.458784,0
2026-01-15 14:22:46,0.336668,11.372860,0.003182,-0.010355,0.014855,0.018627,26.1456,17.392235,78.487386,11.384605,0
2026-01-15 08:41:05,0.081413,11.121489,0.404698,0.009513,-0.018500,0.016511,75.1936,17.383918,78.489522,11.129583,0
2026-01-15 07:31:24,0.573139,0.097524,8.416454,-0.009354,0.007352,0.018118,63.2708,17.379687,78.480046,8.437749,0
2026-01-15 02:01:37,10.949429,-0.057573,0.402395,0.012724,-0.008734,0.009856,55.6358,17.385993,78.474612,10.979115,0
2026-01-15 09:05:32,-0.421858,8.692903,-0.310861,-0.000057,0.009070,0.005168,22.3896,17.381994,78.484314,8.708701,0
2026-01-15 13:07:29,-0.378204,-0.425173,12.178011,-0.005819,-0.004214,-0.033288,29.3226,17.386984,78.487756,12.191387,0
2026-01-15 04:47:49,11.718874,0.320985,-0.053846,-0.001108,-0.003358,-0.000489,59.9648,17.384448,78.484029,11.728445,0
2026-01-15 18:10:23,0.083941,12.109989,0.435940,0.012720,0.020120,0.010584,27.0834,17.381246,78.491531,12.120190,0
2026-01-15 01:35:51,-11.025169,0.354443,0.575335,0.013277,-0.023581,0.004228,73.6561,17.391794,78.496362,11.045965,0
2026-01-15 01:25:04,0.227473,-12.176749,0.179500,-0.025303,-0.003335,-0.006379,45.1622,17.386010,78.492936,12.180922,0
2026-01-15 06:46:57,-12.124855,-0.012426,0.117867,0.022529,-0.014707,-0.014291,66.4116,17.380110,78.483824,12.125487,0
2026-01-15 03:13:33,11.621925,0.275105,0.327825,-0.021495,0.018161,0.000167,29.0340,17.389696,78.480450,11.629839,0
2026-01-15 03:32:08,12.271035,-0.128743,0.563320,-0.011340,-0.003286,-0.010298,77.6711,17.387079,78.486665,12.284674,0
2026-01-15 02:12:08,0.214985,-0.049165,7.851059,0.006964,-0.003987,-0.012463,55.5137,17.383348,78.490625,7.854176,0
2026-01-15 09:52:45,-0.059591,-7.631716,-0.323728,0.011903,-0.017004,0.003987,29.3246,17.392652,78.491884,7.640095,0
2026-01-15 17:47:35,-11.828821,-0.765192,-0.075556,0.000915,0.001255,-0.002663,70.1555,17.394378,78.484089,11.855317,0
2026-01-15 02:01:04,-8.418933,0.197547,0.034538,0.004570,-0.006409,-0.015144,68.2338,17.390737,78.490346,8.435221,0
2026-01-15 11:13:58,0.514459,-8.458452,0.647111,0.012018,-0.003168,-0.019551,68.5579,17.381094,78.490544,8.513374,0
2026-01-15 16:15:40,-0.321288,-0.290426,8.495592,0.000162,0.009392,0.005773,73.0054,17.378731,78.490486,8.529273,0
2026-01-15 08:03:51,-0.238199,0.291226,12.277681,0.006316,-0.014315,0.012090,21.1718,17.383526,78.490192,12.301131,0
2026-01-15 12:22:59,12.289333,0.258212,-0.057244,0.009249,0.015907,0.005830,66.0105,17.386849,78.496502,12.297297,0
2026-01-15 15:34:19,-0.214746,-0.628853,12.041796,0.006196,-0.026827,-0.011331,30.5660,17.390628,78.500766,12.068833,0
2026-01-15 00:09:37,-11.071946,-0.001835,0.175047,-0.000439,-0.000613,-0.002908,23.3701,17.387469,78.483332,11.073335,0
2026-01-15 20:31:41,0.281300,-13.918224,0.281229,-0.000492,-0.000238,0.000705,0.2218,17.391690,78.497185,13.924089,0
2026-01-15 18:25:54,0.049118,-0.207507,12.759091,-0.002003,-0.001197,-0.002941,1.1240,17.383383,78.474918,12.761850,0
2026-01-15 02:52:45,0.070446,0.380918,14.786992,-0.000379,0.000380,0.005031,0.0648,17.390134,78.496051,14.792849,0
2026-01-15 15:56:24,-5.798834,0.112411,-0.005999,0.001091,-0.002796,0.002436,0.6715,17.395195,78.484996,5.799926,0
2026-01-15 05:56:24,-0.266566,-0.371637,12.855415,0.000739,-0.000540,0.001862,1.6576,17.386874,78.486413,12.863694,0
2026-01-15 06:12:26,-0.343605,12.285521,-0.074837,0.000007,0.000282,0.000477,1.8837,17.386273,78.488928,12.292713,0
2026-01-15 20:38:30,-0.039533,-5.709137,-0.296335,0.003806,0.000398,0.000142,1.4599,17.392941,78.491875,5.718410,0
2026-01-15 12:23:11,7.209068,0.024570,0.073591,-0.000186,-0.000023,0.000241,0.3417,17.381338,78.490126,7.210976,0
2026-01-15 01:53:24,-0.157932,6.470241,-0.044653,-0.000574,0.000498,-0.001302,0.9301,17.385146,78.483410,6.472674,0
2026-01-15 19:09:07,-0.197373,14.263231,-0.090844,0.001357,0.001805,0.000400,1.0710,17.378527,78.486313,14.265216,0
2026-01-15 23:58:51,-4.895994,-0.145426,-0.792932,0.001716,0.001745,-0.000030,1.8981,17.386947,78.483665,4.962236,0
2026-01-15 18:48:06,-0.664477,11.983362,0.464388,0.000512,0.000411,-0.002036,0.7947,17.388812,78.492222,12.011036,0
2026-01-15 21:44:25,0.448847,-0.420775,4.997337,0.002784,-0.001161,0.000199,0.2020,17.379311,78.490973,5.035215,0
